[Round 0, Step 1] Player 1 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 244, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 244, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 244, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 245, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 245, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 245, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 245, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 245, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 245, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 245, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 245, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 245, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 245, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 246, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 246, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 246, Step 3] Player 3 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 246, Step 4] Player 4 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 246, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 246, Step 6] Player 2 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 246, Step 7] Player 6 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 246, Step 8] Player 5 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 246, Step 9] Player 9 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 246, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 247, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 247, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 247, Step 3] Player 3 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 247, Step 4] Player 4 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 247, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 247, Step 6] Player 2 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 247, Step 7] Player 6 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 247, Step 8] Player 5 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 247, Step 9] Player 9 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 247, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 248, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 248, Step 2] Player 1 Tank 1 (Sniper) -> Action: Shoot | Ammo: 0, Cooldown: 0
[Round 248, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 248, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 248, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 248, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 248, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 248, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 248, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 248, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 249, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 249, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 249, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 249, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 249, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 249, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 249, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 249, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 249, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 249, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 250, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 250, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 250, Step 3] Player 3 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 250, Step 4] Player 4 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 250, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 250, Step 6] Player 2 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 250, Step 7] Player 6 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 250, Step 8] Player 5 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 250, Step 9] Player 9 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 250, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 251, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 251, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 251, Step 3] Player 3 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 251, Step 4] Player 4 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 251, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 251, Step 6] Player 2 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 251, Step 7] Player 6 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 251, Step 8] Player 5 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 251, Step 9] Player 9 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 251, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 252, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 252, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 252, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 252, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 252, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 252, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 252, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 252, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 252, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 252, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 253, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 253, Step 2] Player 1 Tank 1 (Sniper) -> Action: Shoot | Ammo: 0, Cooldown: 0
[Round 253, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 253, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 253, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 253, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 253, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 253, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 253, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 253, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 254, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 254, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 254, Step 3] Player 3 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 254, Step 4] Player 4 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 254, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 254, Step 6] Player 2 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 254, Step 7] Player 6 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 254, Step 8] Player 5 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 254, Step 9] Player 9 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 254, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 255, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 255, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 255, Step 3] Player 3 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 255, Step 4] Player 4 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 255, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 255, Step 6] Player 2 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 255, Step 7] Player 6 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 255, Step 8] Player 5 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 255, Step 9] Player 9 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 255, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 256, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 256, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 256, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 256, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 256, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 256, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 256, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 256, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 256, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 256, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 257, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 257, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 257, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 257, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 257, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 257, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 257, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 257, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 257, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 257, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 258, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 258, Step 2] Player 1 Tank 1 (Sniper) -> Action: Shoot | Ammo: 0, Cooldown: 0
[Round 258, Step 3] Player 3 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 258, Step 4] Player 4 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 258, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 258, Step 6] Player 2 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 258, Step 7] Player 6 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 258, Step 8] Player 5 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 258, Step 9] Player 9 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 258, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 259, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 259, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 259, Step 3] Player 3 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 259, Step 4] Player 4 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 259, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 259, Step 6] Player 2 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 259, Step 7] Player 6 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 259, Step 8] Player 5 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 259, Step 9] Player 9 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 259, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 260, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 260, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 260, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 260, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 260, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 260, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 260, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 260, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 260, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 260, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 261, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 261, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 261, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 261, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 261, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 261, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 261, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 261, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 261, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 261, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 262, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 262, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 262, Step 3] Player 3 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 262, Step 4] Player 4 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 262, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 262, Step 6] Player 2 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 262, Step 7] Player 6 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 262, Step 8] Player 5 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 262, Step 9] Player 9 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 262, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 263, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 263, Step 2] Player 1 Tank 1 (Sniper) -> Action: Shoot | Ammo: 0, Cooldown: 0
[Round 263, Step 3] Player 3 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 263, Step 4] Player 4 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 263, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 263, Step 6] Player 2 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 263, Step 7] Player 6 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 263, Step 8] Player 5 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 263, Step 9] Player 9 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 263, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 264, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 264, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 264, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 264, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 264, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 264, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 264, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 264, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 264, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 264, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 265, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 265, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 265, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 265, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 265, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 265, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 265, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 265, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 265, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 265, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 266, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 266, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 266, Step 3] Player 3 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 266, Step 4] Player 4 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 266, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 266, Step 6] Player 2 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 266, Step 7] Player 6 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 266, Step 8] Player 5 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 266, Step 9] Player 9 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 266, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 267, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 267, Step 2] Player 1 Tank 1 (Sniper) -> Action: DoNothing | Ammo: 0, Cooldown: 0
[Round 267, Step 3] Player 3 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 267, Step 4] Player 4 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 267, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 267, Step 6] Player 2 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 267, Step 7] Player 6 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 267, Step 8] Player 5 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 267, Step 9] Player 9 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 267, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
[Round 268, Step 1] Player 1 Tank 0 (Chaser) -> Action: DoNothing | Ammo: 20, Cooldown: 0
[Round 268, Step 2] Player 1 Tank 1 (Sniper) -> Action: Shoot | Ammo: 0, Cooldown: 0
[Round 268, Step 3] Player 3 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 268, Step 4] Player 4 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 268, Step 5] Player 7 Tank 0 (Chaser) -> Action: MoveForward | Ammo: 20, Cooldown: 0
[Round 268, Step 6] Player 2 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 268, Step 7] Player 6 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 268, Step 8] Player 5 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 268, Step 9] Player 9 Tank 0 (Chaser) -> Action: RotateLeft90 | Ammo: 20, Cooldown: 0
[Round 268, Step 10] Player 9 Tank 1 (Sniper) -> Action: GetBattleInfo | Ammo: 20, Cooldown: 0
